game_id,game_date,team_name,player_name,period,minutes_remaining,seconds_remaining,action_type,shot_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_attempted_flag,shot_made_flag,htm,vtm,shot_category,made_label
42500121,20260418,New York Knicks,Mikal Bridges,1,11,41,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,201,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Mikal Bridges,1,11,9,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-11,110,1,1,NYK,ATL,Fadeaway,Made
42500121,20260418,New York Knicks,Jalen Brunson,1,10,31,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,26,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Jalen Brunson,1,10,0,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,195,167,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,OG Anunoby,1,9,27,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,28,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Jalen Brunson,1,8,31,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-71,95,1,1,NYK,ATL,Fadeaway,Made
42500121,20260418,New York Knicks,Jalen Brunson,1,8,5,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,138,226,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,Jalen Brunson,1,7,36,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,129,116,1,1,NYK,ATL,Fadeaway,Made
42500121,20260418,New York Knicks,Mikal Bridges,1,7,12,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-1,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,Mikal Bridges,1,6,39,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,23,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Jalen Brunson,1,6,7,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-147,216,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,Karl-Anthony Towns,1,5,6,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,26,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Jalen Brunson,1,4,1,Running Pull-Up Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,37,7,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Jalen Brunson,1,3,27,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-34,115,1,0,NYK,ATL,Fadeaway,Missed
42500121,20260418,New York Knicks,Miles McBride,1,2,51,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-173,205,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,OG Anunoby,1,1,59,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-44,49,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,Jalen Brunson,1,1,24,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Miles McBride,1,0,59,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,172,180,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Jalen Brunson,1,0,29,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,51,107,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Jalen Brunson,1,0,1,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,20,53,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,OG Anunoby,2,11,19,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,158,207,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Landry Shamet,2,11,12,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,143,212,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,OG Anunoby,2,10,56,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,5,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Jordan Clarkson,2,10,53,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Landry Shamet,2,10,21,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-157,207,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,OG Anunoby,2,9,37,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,25,-237,84,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,Jordan Clarkson,2,8,45,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,0,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Landry Shamet,2,8,0,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,16,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Josh Hart,2,7,31,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-9,137,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,Josh Hart,2,6,58,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,0,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Miles McBride,2,6,29,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,41,1,0,NYK,ATL,Hook Shot,Missed
42500121,20260418,New York Knicks,Josh Hart,2,5,49,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,17,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Karl-Anthony Towns,2,5,15,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-10,62,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,2,4,15,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,31,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,OG Anunoby,2,3,28,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,13,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Karl-Anthony Towns,2,2,53,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,-3,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Jalen Brunson,2,2,26,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-163,68,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,Jalen Brunson,2,2,8,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,139,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,2,1,21,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,2,270,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Jalen Brunson,2,0,36,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,33,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Jalen Brunson,2,0,33,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,18,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Josh Hart,2,0,11,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-11,70,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,2,0,8,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,3,11,20,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,51,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,3,10,50,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,19,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,OG Anunoby,3,10,27,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,239,9,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,Josh Hart,3,8,58,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Josh Hart,3,8,11,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,10,77,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Jalen Brunson,3,7,28,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-27,201,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Landry Shamet,3,7,13,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,210,129,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Mikal Bridges,3,6,39,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,102,80,1,1,NYK,ATL,Fadeaway,Made
42500121,20260418,New York Knicks,Jalen Brunson,3,6,13,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,25,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,3,5,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Mikal Bridges,3,5,31,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Jalen Brunson,3,4,4,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-108,37,1,0,NYK,ATL,Fadeaway,Missed
42500121,20260418,New York Knicks,Landry Shamet,3,2,42,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,233,94,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Josh Hart,3,1,59,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,OG Anunoby,3,0,35,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-6,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Jalen Brunson,3,0,2,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,36,93,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Landry Shamet,4,11,13,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,205,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Miles McBride,4,10,41,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,20,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Mitchell Robinson,4,10,17,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500121,20260418,New York Knicks,Miles McBride,4,9,34,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-71,236,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,Jordan Clarkson,4,8,58,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,74,73,1,0,NYK,ATL,Fadeaway,Missed
42500121,20260418,New York Knicks,Miles McBride,4,8,35,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,182,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,OG Anunoby,4,8,12,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,108,30,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500121,20260418,New York Knicks,Karl-Anthony Towns,4,7,29,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,7,255,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,Mikal Bridges,4,6,53,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,142,224,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Jordan Clarkson,4,6,49,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Karl-Anthony Towns,4,6,26,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Jordan Clarkson,4,5,56,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,NYK,ATL,Layup,Made
42500121,20260418,New York Knicks,Jordan Clarkson,4,5,16,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,10,1,0,NYK,ATL,Layup,Missed
42500121,20260418,New York Knicks,Jalen Brunson,4,4,46,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-96,122,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,4,4,36,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,236,1,1,NYK,ATL,Jump Shot,Made
42500121,20260418,New York Knicks,Mikal Bridges,4,4,2,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-58,50,1,0,NYK,ATL,Fadeaway,Missed
42500121,20260418,New York Knicks,Mikal Bridges,4,3,29,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,137,220,1,0,NYK,ATL,Jump Shot,Missed
42500121,20260418,New York Knicks,Josh Hart,4,2,51,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,209,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Jalen Brunson,4,1,49,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,33,90,1,0,NYK,ATL,Fadeaway,Missed
42500121,20260418,New York Knicks,Jalen Brunson,4,1,18,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,115,143,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500121,20260418,New York Knicks,Karl-Anthony Towns,4,0,47,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-4,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Jalen Brunson,1,11,25,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,2,94,1,0,NYK,ATL,Fadeaway,Missed
42500122,20260420,New York Knicks,OG Anunoby,1,11,22,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,21,1,0,NYK,ATL,Jump Shot,Missed
42500122,20260420,New York Knicks,OG Anunoby,1,10,57,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,54,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Karl-Anthony Towns,1,10,51,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Josh Hart,1,9,57,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500122,20260420,New York Knicks,Josh Hart,1,9,21,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-51,41,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Jalen Brunson,1,8,46,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,70,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Mikal Bridges,1,8,38,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-169,209,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Josh Hart,1,8,15,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Josh Hart,1,7,41,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,65,248,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Jalen Brunson,1,7,6,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,164,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Karl-Anthony Towns,1,6,26,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,20,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Josh Hart,1,5,40,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,5,1,0,NYK,ATL,Jump Shot,Missed
42500122,20260420,New York Knicks,Mikal Bridges,1,4,47,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,16,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Karl-Anthony Towns,1,4,14,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,47,1,0,NYK,ATL,Jump Shot,Missed
42500122,20260420,New York Knicks,Jalen Brunson,1,3,55,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7,154,1,0,NYK,ATL,Fadeaway,Missed
42500122,20260420,New York Knicks,Mitchell Robinson,1,3,53,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Mikal Bridges,1,3,17,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,52,1,0,NYK,ATL,Jump Shot,Missed
42500122,20260420,New York Knicks,Mikal Bridges,1,3,13,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-3,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Mitchell Robinson,1,2,20,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500122,20260420,New York Knicks,OG Anunoby,1,1,46,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500122,20260420,New York Knicks,Mitchell Robinson,1,1,20,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500122,20260420,New York Knicks,Jalen Brunson,1,0,34,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Jalen Brunson,1,0,0,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-114,246,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Miles McBride,2,10,34,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-137,136,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Landry Shamet,2,10,6,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,200,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Miles McBride,2,9,53,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-104,27,1,0,NYK,ATL,Fadeaway,Missed
42500122,20260420,New York Knicks,Mitchell Robinson,2,9,3,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,18,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Josh Hart,2,7,51,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,-1,1,0,NYK,ATL,Jump Shot,Missed
42500122,20260420,New York Knicks,Josh Hart,2,7,28,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Mitchell Robinson,2,7,24,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,1,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Miles McBride,2,6,59,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,58,254,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Jordan Clarkson,2,6,52,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,10,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Jalen Brunson,2,6,20,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,10,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Jordan Clarkson,2,6,18,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,Jalen Brunson,2,5,20,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,34,94,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Jalen Brunson,2,4,33,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,176,173,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,OG Anunoby,2,3,26,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,26,1,0,NYK,ATL,Jump Shot,Missed
42500122,20260420,New York Knicks,Jalen Brunson,2,2,17,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,202,148,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Mikal Bridges,2,1,50,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,7,1,0,NYK,ATL,Fadeaway,Missed
42500122,20260420,New York Knicks,OG Anunoby,2,1,15,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,22,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Jalen Brunson,2,0,51,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,20,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Jalen Brunson,2,0,32,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,2,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Jalen Brunson,2,0,3,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,32,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Mikal Bridges,2,0,0,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,96,33,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Josh Hart,3,11,40,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-67,236,1,1,NYK,ATL,Pull-Up / Step Back,Made
42500122,20260420,New York Knicks,Karl-Anthony Towns,3,11,14,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,31,271,1,1,NYK,ATL,Jump Shot,Made
42500122,20260420,New York Knicks,Josh Hart,3,10,38,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-5,88,1,1,NYK,ATL,Fadeaway,Made
42500122,20260420,New York Knicks,Jalen Brunson,3,9,51,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,219,131,1,0,NYK,ATL,Pull-Up / Step Back,Missed
42500122,20260420,New York Knicks,Josh Hart,3,9,0,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,4,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Karl-Anthony Towns,3,8,55,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,19,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,OG Anunoby,3,8,30,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,6,1,1,NYK,ATL,Dunk / Alley Oop,Made
42500122,20260420,New York Knicks,Jalen Brunson,3,7,29,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,0,NYK,ATL,Layup,Missed
42500122,20260420,New York Knicks,Karl-Anthony Towns,3,7,27,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,27,1,1,NYK,ATL,Layup,Made
42500122,20260420,New York Knicks,OG Anunoby,3,6,17,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,15,1,0,NYK,ATL,Layup,Missed
